Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Engineering,Biomedical Engineer,3.39,9,1,3,1,1,1,0,3,9,2,8,1,0,1
Education,Curriculum Developer,2.36,7,1,1,0,0,0,3,4,4,1,3,2,0,0
Computer Science,Software Developer,2.17,1,1,1,1,9,0,8,0,2,0,0,3,2,0
Architecture,Urban Planner,2.96,0,0,0,1,0,1,4,0,3,2,0,1,3,1
Architecture,Interior Designer,3.09,6,1,4,1,6,0,2,0,4,1,1,1,4,0
Psychology,Counselor,3.93,3,0,2,0,9,0,1,4,3,4,2,0,2,1
Medicine,Nurse,3.956643473788118,7,2,2,0,3,0,0,2,3,2,1,2,0,1
Psychology,School Counselor,3.56,2,1,1,1,5,0,3,4,4,2,3,3,0,1
Chemistry,Inorganic Chemist,3.15,9,2,1,0,5,1,0,3,3,3,1,0,3,1
Marketing,Brand Manager,2.19,3,2,1,1,0,1,3,10,3,0,4,4,0,1
Physics,Astronomer,3.17,6,1,2,1,6,1,2,0,4,0,0,3,3,1
Engineering,Electrical Engineer,2.42,7,1,4,1,1,0,1,0,8,4,7,3,2,0
Education,Curriculum Developer,2.11,0,2,4,1,6,0,1,3,1,3,3,0,3,1
Psychology,Music Therapist,2.31,4,0,4,0,1,0,4,1,3,4,4,4,0,0
Engineering,Electrical Engineer,2.83,4,1,4,0,0,0,0,3,8,4,10,0,1,0
Marketing,Social Media Manager,2.96,8,1,1,1,9,1,2,7,3,4,1,1,3,1
Physics,Physicist,3.13,4,0,3,1,5,0,4,2,2,1,3,0,1,1
Education,Special Education Teacher,3.86,1,0,3,0,9,1,2,2,4,4,0,4,3,1
Biology,Geneticist,2.85,1,1,4,1,8,0,1,3,1,4,3,0,1,1
Law,Judge,2.23,7,0,4,1,0,1,2,7,2,2,2,2,1,1
Medicine,Dentist,3.6996843741973455,5,2,0,0,3,1,0,0,0,3,0,3,3,0
Law,Legal Analyst,3.02,2,2,2,1,1,1,0,7,0,3,1,1,1,1
Business,Entrepreneur,3.26,7,1,0,1,7,1,1,7,0,4,0,3,0,0
Marketing,Digital Marketing Specialist,2.19,1,1,4,0,0,1,3,9,0,0,0,3,1,0
Engineering,Civil Engineer,3.79,0,0,0,0,5,0,2,0,10,4,9,1,4,1
Physics,Physicist,3.89,1,1,4,0,6,1,3,0,4,1,1,4,3,0
Psychology,Music Therapist,3.97,6,0,4,1,3,1,3,0,4,4,0,3,3,0
Biology,Biochemist,3.37,5,1,0,0,8,1,3,4,4,0,0,4,2,0
Law,Legal Analyst,3.36,6,2,4,0,9,0,1,8,1,0,1,1,3,0
Business,Human Resources Specialist,2.86,6,2,0,0,2,1,4,8,3,1,4,4,4,0
Chemistry,Inorganic Chemist,3.72,2,1,1,1,2,0,0,1,4,3,0,2,4,1
Medicine,Nurse,3.5388073223657206,8,2,4,0,4,1,4,3,2,2,1,1,0,1
Medicine,Surgeon,3.6531567493891064,3,1,1,0,1,0,4,0,0,4,3,4,2,0
Architecture,Urban Planner,3.11,4,1,1,0,8,1,0,2,3,4,1,0,0,1
Marketing,Marketing Specialist,2.81,6,0,3,0,6,1,2,10,1,2,3,3,4,1
Engineering,Chemical Engineer,3.06,5,1,0,1,8,0,4,4,10,4,8,1,4,1
Psychology,School Psychologist,2.38,8,2,1,0,4,0,3,3,2,3,3,4,3,1
Chemistry,Analytical Chemist,2.77,1,0,0,1,4,1,0,2,1,4,4,3,0,0
Law,Paralegal,3.93,2,0,4,0,2,0,1,10,3,0,1,3,1,0
Medicine,Surgeon,3.715492610256648,7,1,4,0,2,1,4,4,0,2,1,4,0,0
Psychology,Industrial-Organizational Psychologist,2.74,9,0,2,1,6,1,0,3,1,2,3,3,0,1
Music,Composer,3.36,6,0,1,0,1,1,2,2,3,4,1,4,2,0
Business,Human Resources Specialist,3.43,8,2,2,1,2,0,0,7,3,3,2,1,3,0
Computer Science,AI Researcher,3.61,0,0,3,1,5,1,10,1,1,2,3,2,2,1
Architecture,Landscape Architect,2.15,8,0,1,1,3,1,4,0,4,0,0,0,1,0
Engineering,Civil Engineer,3.67,3,0,4,0,4,0,2,4,9,3,10,3,4,1
Finance,Financial Analyst,2.15,9,2,0,0,9,0,3,4,2,0,10,0,3,0
Art,Illustrator,2.57,0,1,3,1,6,0,3,4,1,2,2,4,2,0
Biology,Zoologist,2.63,9,1,4,0,3,1,0,1,3,4,1,2,3,1
Engineering,Chemical Engineer,3.4,2,0,3,0,1,0,0,0,10,4,7,2,2,1
Law,Lawyer,3.51,9,2,2,1,4,0,2,7,4,4,2,0,0,0
Business,Human Resources Specialist,3.82,8,0,0,1,1,1,2,10,3,2,1,1,4,1
Art,Artist,2.4,7,2,3,0,4,1,1,0,2,1,3,3,0,0
Physics,Astronomer,2.79,4,1,2,0,5,1,4,2,2,3,0,0,1,0
Art,Illustrator,2.72,2,2,4,1,4,1,0,0,1,4,0,3,3,1
Biology,Biochemist,2.93,5,0,1,1,8,1,2,3,2,1,4,0,0,0
Chemistry,Analytical Chemist,3.75,8,1,3,1,6,1,1,3,1,3,4,3,0,0
Law,Judge,3.68,0,1,0,0,6,1,3,9,0,2,2,4,0,1
Education,Education Administrator,3.9,4,0,3,1,7,0,2,1,3,0,1,4,0,0
Medicine,Physician Assistant,3.797994421091741,8,2,1,1,3,0,4,1,0,0,1,3,2,0
Chemistry,Chemist,3.72,6,2,2,1,7,1,0,0,2,4,0,0,1,1
Biology,Ecologist,3.33,7,1,4,0,7,0,1,4,4,0,2,1,4,0
Engineering,Fluid Mechanics Engineer,2.41,3,0,0,1,5,0,1,1,10,4,7,4,4,1
Education,Principal,3.45,6,0,2,1,0,1,3,3,1,3,3,1,1,0
Biology,Biochemist,3.37,3,2,0,1,2,0,1,2,2,1,4,3,2,0
Finance,Risk Analyst,2.41,6,1,3,1,4,0,1,4,0,3,10,1,4,0
Architecture,Architect,2.7,7,2,4,1,3,1,1,2,4,3,0,0,2,0
Music,Musician,3.35,5,0,4,1,5,0,3,4,3,3,3,4,1,0
Finance,Financial Controller,2.2,3,0,0,1,9,1,2,0,0,1,8,3,4,1
Engineering,Acoustics Specialist,2.41,8,1,0,1,0,0,2,1,10,1,8,3,2,0
Engineering,Fluid Mechanics Engineer,3.23,4,2,3,1,3,1,1,3,9,2,9,3,4,1
Law,Judge,2.86,5,2,2,1,9,0,4,7,0,2,0,4,2,1
Biology,Biochemist,2.81,8,2,1,1,5,1,3,1,2,2,4,1,3,0
Business,Entrepreneur,3.85,8,2,3,0,9,0,2,9,2,4,4,4,0,0
Biology,Ecologist,2.09,5,1,3,1,6,0,3,0,4,3,0,0,2,0
Physics,Astronomer,3.91,5,2,1,1,6,0,1,4,1,3,3,0,2,0
Business,Human Resources Specialist,3.05,4,0,4,0,7,0,0,10,4,3,4,0,0,1
Engineering,Electrical Engineer,2.8,6,1,2,0,8,1,2,0,9,3,8,1,1,0
Finance,Financial Analyst,3.59,1,1,1,0,5,1,1,4,1,2,8,1,0,0
Physics,Nuclear Physicist,3.86,2,2,0,0,0,1,1,4,1,0,3,3,1,1
Marketing,Advertising Manager,3.87,8,0,4,1,1,0,3,9,3,1,4,4,3,1
Architecture,Architectural Technologist,3.7,1,2,3,0,5,1,4,0,1,1,3,0,1,1
Biology,Ecologist,2.04,2,1,4,1,7,1,4,4,3,2,1,3,1,0
Art,Graphic Designer,2.34,0,2,3,0,9,1,2,0,4,4,1,1,4,0
Marketing,Social Media Manager,2.2,2,0,0,0,7,0,3,7,2,1,1,3,3,1
Computer Science,Game Developer,3.13,2,0,2,1,3,1,8,2,1,2,4,0,3,1
Chemistry,Inorganic Chemist,3.28,0,2,2,0,0,0,3,2,2,0,1,3,2,1
Physics,Physicist,3.53,1,0,1,1,7,1,2,1,1,0,3,2,4,0
Education,Education Administrator,3.49,7,1,0,1,5,0,0,0,4,1,3,1,0,0
Biology,Zoologist,3.24,1,1,4,0,2,0,2,3,1,2,0,1,4,0
Music,Musician,3.09,6,1,1,1,3,1,3,1,4,0,4,3,0,1
Marketing,Market Research Analyst,3.74,7,2,1,0,2,1,3,7,3,4,1,2,3,0
Computer Science,Software Developer,3.03,0,2,3,1,9,0,7,2,1,1,1,3,2,0
Law,Legal Analyst,2.88,9,1,1,0,3,1,4,9,4,3,1,0,1,1
Biology,Zoologist,4.0,3,0,3,1,6,0,0,1,4,3,4,3,3,0
Psychology,Clinical Psychologist,3.51,4,1,2,0,8,1,4,3,1,3,0,0,4,1
Marketing,Marketing Manager,2.88,4,1,2,1,2,1,2,7,0,3,4,4,3,1
Education,Special Education Teacher,3.11,4,0,4,0,7,0,0,2,3,2,2,0,1,0
Biology,Biotechnologist,3.91,4,0,4,0,0,1,0,1,2,3,4,0,0,0
Law,Legal Analyst,2.1,9,0,4,0,1,1,3,7,1,3,0,2,1,0
Business,Manager,3.91,6,2,3,1,3,0,3,7,2,0,2,3,0,0
Physics,Astronomer,2.69,8,0,4,0,8,1,0,2,0,0,2,4,1,1
Medicine,Dentist,3.880950906302435,0,2,4,1,4,1,3,1,4,2,1,1,2,1
Medicine,Nurse,3.919274607451414,3,0,0,0,4,0,4,0,4,4,0,2,1,0
Medicine,Nurse,3.651166624675747,2,0,1,0,7,1,3,2,4,1,2,2,1,1
Psychology,School Psychologist,2.39,3,1,4,0,6,0,0,1,4,0,1,3,2,1
Psychology,Psychologist,2.48,6,1,3,0,5,0,2,3,2,3,3,1,1,0
Biology,Biotechnologist,2.92,0,0,1,1,0,0,2,2,1,4,1,3,4,1
Finance,Financial Advisor,3.59,4,0,0,1,5,0,4,0,2,0,9,3,0,0
Chemistry,Inorganic Chemist,2.23,3,0,1,1,9,1,1,0,4,1,2,3,4,1
Business,Manager,2.17,8,2,0,1,5,0,0,10,1,2,2,4,1,0
Business,Human Resources Specialist,2.26,9,1,1,1,6,0,3,9,4,1,2,1,0,0
Finance,Actuary,2.96,6,2,4,1,7,0,2,2,3,2,9,0,3,0
Education,Teacher,2.55,1,2,3,0,7,1,1,1,1,2,4,1,2,1
Art,Illustrator,3.98,9,2,5,0,4,1,2,4,1,3,2,4,3,1
Engineering,Fluid Mechanics Engineer,3.06,0,1,1,0,4,0,4,3,9,1,7,1,4,1
Art,Animator,3.45,3,1,5,1,8,1,4,3,3,3,3,0,3,0
Business,Entrepreneur,2.6,5,2,0,1,2,0,1,9,0,0,4,2,4,0
Law,Paralegal,3.34,5,2,2,0,5,0,0,9,4,4,3,2,4,0
Chemistry,Physical Chemist,3.95,5,2,2,0,3,0,1,0,4,4,0,1,4,1
Architecture,Architect,3.94,1,2,0,0,6,1,0,4,2,2,4,3,1,1
Art,Artist,2.79,9,2,4,1,8,1,0,3,4,3,4,3,2,0
Medicine,Physician Assistant,3.7846886805911413,9,1,0,0,7,0,3,3,1,4,3,3,3,1
Art,Graphic Designer,3.86,9,1,5,0,6,1,4,0,4,3,1,1,3,0
Biology,Biotechnologist,2.58,6,0,2,1,4,1,2,2,3,0,4,2,3,0
Finance,Credit Analyst,3.23,7,2,4,1,4,1,2,0,4,2,7,2,4,0
Art,Illustrator,3.32,3,1,3,1,1,0,1,3,4,0,2,1,1,1
Computer Science,Software Developer,2.31,7,1,3,1,6,0,7,3,2,1,2,0,0,0
Marketing,Market Research Analyst,2.97,6,2,1,1,7,0,0,8,4,2,0,1,3,0
Psychology,School Psychologist,3.38,5,0,1,0,9,0,2,3,2,4,0,2,4,0
Art,Artist,3.76,2,1,3,0,8,0,1,4,2,3,4,1,4,0
Business,Entrepreneur,2.99,9,1,3,0,5,1,1,9,3,4,3,3,4,0
Marketing,Marketing Specialist,3.19,9,0,4,1,9,0,4,7,0,0,4,2,1,1
Medicine,Pharmacist,3.5189907816449266,4,2,0,0,3,0,4,3,2,4,4,1,3,1
Psychology,Music Therapist,2.11,5,2,2,0,9,0,3,4,3,0,0,0,1,1
Law,Judge,3.05,0,1,2,1,6,0,3,9,1,2,0,2,2,0
Business,Construction Manager,2.8,1,2,1,0,2,0,4,7,0,4,0,3,0,1
Chemistry,Chemist,2.3,4,1,1,1,4,0,1,1,3,3,4,2,0,1
Business,Construction Manager,2.11,6,2,4,0,5,1,1,10,3,2,3,1,0,1
Biology,Biologist,2.42,8,1,0,1,4,1,4,4,3,3,4,4,0,1
Marketing,Marketing Specialist,3.9,3,1,0,0,0,1,1,8,0,1,3,1,2,0
Engineering,Chemical Engineer,2.02,4,2,2,0,5,0,3,4,7,0,8,0,2,0
Music,Composer,3.63,7,1,0,0,6,0,2,4,3,4,3,3,4,0
Medicine,Doctor,3.9904936890813425,2,1,0,0,4,0,1,3,2,1,4,2,0,0
Computer Science,Web Developer,2.32,4,1,3,1,7,0,10,2,3,2,2,2,2,1
Art,Graphic Designer,3.3,1,1,4,1,3,1,4,0,3,0,0,1,3,1
Business,Human Resources Specialist,2.44,4,0,0,0,3,0,0,7,0,0,4,4,3,1
Marketing,Marketing Specialist,3.11,3,2,0,0,1,1,3,10,1,0,0,4,3,1
Art,Artist,3.68,2,2,5,1,6,1,3,3,3,2,3,3,0,0
Physics,Quantum Physicist,3.65,3,0,1,0,3,0,3,3,4,4,1,4,3,1
Chemistry,Chemist,3.66,8,2,2,0,6,1,1,3,1,0,0,4,0,0
Art,Artist,2.14,7,0,4,0,9,0,3,2,4,1,4,0,2,0
Education,Teacher,3.94,6,1,0,1,1,0,1,1,2,2,4,3,3,1
Education,Education Administrator,3.51,0,1,0,1,2,0,3,0,4,4,3,2,4,1
Computer Science,Game Developer,3.09,9,2,3,1,2,0,8,0,1,2,2,0,1,1
Biology,Geneticist,3.35,1,2,4,0,7,0,1,3,0,0,3,1,3,1
Engineering,Mechanical Engineer,2.14,9,0,4,0,8,0,0,0,9,0,10,3,3,0
Art,Illustrator,2.56,9,1,5,0,7,1,3,0,1,2,2,0,4,0
Marketing,Advertising Manager,2.2,9,0,4,1,4,1,0,9,3,1,0,0,2,1
Psychology,School Counselor,2.29,5,1,2,1,2,1,2,1,2,0,3,1,0,0
Law,Paralegal,3.82,7,2,3,0,3,0,2,7,4,2,4,1,2,1
Education,Teacher,3.89,1,2,4,1,3,0,1,2,4,3,0,2,3,1
Music,Conductor,3.6,5,1,4,0,8,0,3,3,1,1,1,4,4,1
Medicine,Surgeon,3.9465451025977076,8,0,1,1,9,0,2,0,4,3,2,4,4,1
Art,Artist,2.43,9,2,5,0,2,0,0,1,1,3,1,3,1,1
Art,Artist,3.66,5,0,5,1,3,0,4,2,4,1,4,3,3,1
Education,Curriculum Developer,3.83,2,0,2,1,8,0,2,3,0,3,0,3,2,0
Computer Science,Game Developer,2.28,3,0,0,0,4,1,9,2,3,0,0,0,1,1
Architecture,Architectural Technologist,3.14,8,2,2,0,0,1,0,3,3,2,1,3,1,0
Engineering,Biomedical Engineer,2.09,1,2,1,0,5,1,1,4,10,0,9,1,0,0
Finance,Financial Analyst,2.76,0,2,4,0,2,0,3,4,4,2,10,4,4,1
Engineering,Aerospace Engineer,2.04,7,0,4,1,1,0,1,4,8,4,7,1,0,1
Finance,Investment Banker,3.33,4,0,1,1,9,1,1,1,0,2,9,0,1,1
Engineering,Aerospace Engineer,2.95,2,1,2,0,6,1,0,1,8,0,8,0,3,1
Biology,Ecologist,2.36,6,2,2,1,5,0,2,1,1,1,1,4,4,1
Engineering,Acoustics Specialist,3.48,8,2,0,1,2,0,3,3,10,0,10,4,4,0
Computer Science,Cybersecurity Analyst,2.31,7,2,0,1,7,0,7,0,0,2,1,2,0,0
Business,Construction Manager,3.44,5,0,4,0,8,1,4,9,2,2,1,2,2,0
Business,Construction Manager,3.17,3,1,1,0,7,0,0,8,1,0,0,3,3,0
Business,Manager,3.48,6,2,0,1,2,0,2,8,3,3,4,0,0,1
Law,Judge,3.22,0,2,3,1,9,0,3,9,0,3,2,1,0,1
Architecture,Urban Planner,2.56,1,0,4,1,0,0,0,3,0,1,4,0,0,1
Music,Music Teacher,2.63,5,1,0,1,1,1,1,3,0,4,1,1,3,0
Medicine,Physician Assistant,3.50715763883353,6,1,3,0,0,1,4,1,1,0,1,0,1,0
Education,Teacher,2.1,8,1,0,1,6,0,3,1,3,2,3,3,1,1
Architecture,Landscape Architect,2.87,2,0,0,0,4,1,4,2,3,4,3,2,1,1
Engineering,Civil Engineer,2.29,3,0,3,1,2,1,4,0,7,2,7,0,4,0
Finance,Credit Analyst,3.89,6,0,3,0,3,1,0,0,1,4,7,4,0,0
Physics,Physicist,3.37,7,2,1,0,0,0,3,2,2,4,1,3,1,0
Architecture,Architectural Technologist,3.06,1,0,0,0,0,1,2,0,2,3,3,0,3,1
Business,Construction Manager,2.94,1,2,4,0,2,0,4,10,3,3,0,0,0,0
Psychology,School Counselor,3.0,2,0,2,1,0,1,3,1,3,3,4,2,3,1
Finance,Credit Analyst,3.37,5,1,2,0,1,0,2,3,1,1,7,2,0,0
Physics,Quantum Physicist,3.69,7,0,3,0,2,0,2,3,3,4,2,4,2,0
Education,Education Administrator,2.15,7,0,3,1,5,1,4,2,1,2,0,4,0,1
Finance,Financial Analyst,3.31,8,1,1,0,6,0,4,2,0,3,9,3,4,0
Computer Science,Software Developer,3.83,2,1,2,0,3,0,8,0,2,0,1,0,1,1
Psychology,Clinical Psychologist,3.9,0,0,4,0,4,1,4,1,2,4,3,2,1,1
Architecture,Interior Designer,3.76,6,1,0,0,2,1,3,4,4,4,4,3,4,0
Finance,Investment Banker,2.18,3,2,3,0,1,1,4,2,3,4,10,0,2,1
Law,Judge,3.14,4,2,1,0,2,1,4,8,1,1,2,2,0,0
Law,Paralegal,2.37,1,0,0,1,4,1,1,7,3,0,1,3,2,1
Marketing,Advertising Manager,2.46,8,1,3,0,1,1,1,10,3,1,1,4,0,1
Finance,Financial Analyst,2.65,0,1,2,0,0,1,0,4,0,4,7,1,2,0
Medicine,Dentist,3.5504705999887607,6,0,3,1,8,0,0,4,0,0,1,2,4,1
Education,Principal,3.91,8,1,2,0,4,0,3,0,2,1,0,0,4,1
Physics,Quantum Physicist,2.5,6,1,2,1,7,0,3,0,1,1,4,3,1,1
Education,Teacher,2.89,9,2,2,1,8,1,4,4,0,2,2,4,1,1
Business,Human Resources Specialist,2.95,3,0,4,0,7,0,0,8,4,2,4,1,3,0
Art,Graphic Designer,2.42,1,1,4,0,7,1,1,2,1,2,4,3,0,0
Architecture,Landscape Architect,2.75,6,2,2,1,6,1,2,0,0,1,1,4,2,1
Marketing,Social Media Manager,2.96,9,0,0,1,8,1,4,8,3,2,3,4,4,1
Physics,Astronomer,2.74,2,0,2,1,0,1,2,4,3,0,0,0,4,1
Business,Manager,3.64,2,0,3,1,8,1,3,10,4,0,1,1,0,0
Engineering,Biomedical Engineer,3.31,9,1,4,1,3,1,4,2,10,2,9,4,0,1
Medicine,Doctor,3.640502249454357,1,2,0,0,2,1,3,4,1,1,0,1,2,1
Chemistry,Analytical Chemist,2.62,4,2,0,0,2,1,3,1,1,2,2,2,4,0
Engineering,Aerospace Engineer,3.81,4,0,3,1,2,1,2,1,9,0,7,3,2,1
Chemistry,Physical Chemist,2.25,5,2,1,1,4,1,2,3,0,0,0,1,2,1
Marketing,Digital Marketing Specialist,2.7,7,1,2,1,3,1,3,7,3,0,3,2,0,1
Art,Art Director,3.5,5,2,3,1,7,1,0,2,4,1,3,3,4,1
Business,Entrepreneur,2.65,0,1,4,0,9,1,2,7,2,2,0,1,3,0
Marketing,Advertising Manager,3.24,5,2,3,0,2,1,0,7,0,3,4,3,2,1
Art,Artist,2.04,4,0,3,0,3,1,3,3,1,4,3,1,2,0
Physics,Nuclear Physicist,3.86,9,2,0,0,3,1,3,4,2,0,2,3,2,0
Business,Manager,2.45,4,0,0,0,3,0,0,7,1,1,0,0,4,0
Marketing,Marketing Specialist,2.61,0,1,4,1,9,0,2,9,1,1,4,1,0,1
Finance,Accountant,3.45,7,1,0,0,0,1,0,4,0,0,9,2,0,0
Computer Science,AI Researcher,3.13,4,1,4,1,9,0,8,4,3,3,2,3,1,0
Psychology,Clinical Psychologist,3.71,7,0,4,1,9,1,3,3,4,2,2,4,4,1
Marketing,Marketing Specialist,2.42,1,0,1,0,8,0,3,10,0,3,3,2,2,1
Music,Musician,2.77,6,2,1,1,1,0,0,1,3,0,4,4,1,1
Psychology,Counselor,3.27,8,0,3,1,7,0,2,4,2,2,0,0,2,1
Finance,Actuary,3.37,3,2,4,0,3,1,3,2,1,3,8,4,0,1
Finance,Actuary,2.93,4,2,3,1,0,1,1,1,3,4,7,1,0,1
Music,Musician,3.79,9,1,2,0,1,0,2,3,1,0,2,1,0,1
Finance,Investment Banker,3.58,6,1,2,1,5,0,2,0,4,0,9,2,3,0
Education,Principal,2.11,9,0,0,1,9,1,1,0,3,2,0,2,1,1
Chemistry,Inorganic Chemist,2.47,7,1,2,0,7,0,3,4,3,2,2,2,0,1
Physics,Nuclear Physicist,2.69,3,1,4,1,5,1,3,2,0,4,0,4,3,1
Engineering,Biomedical Engineer,3.35,6,1,1,1,3,0,0,4,8,4,8,0,2,0
Finance,Financial Analyst,2.26,5,1,3,1,9,1,4,4,2,0,10,1,1,1
Architecture,Urban Planner,3.06,4,1,4,1,3,0,4,2,1,0,3,0,4,0
Chemistry,Analytical Chemist,2.05,8,0,4,1,6,0,3,0,4,1,2,4,4,1
Medicine,Surgeon,3.8743226170631,2,2,4,1,2,0,4,4,1,4,4,2,0,0
Architecture,Architect,3.54,3,1,2,0,7,0,0,0,2,3,1,1,4,0
Finance,Credit Analyst,2.66,0,2,2,0,7,1,1,3,1,0,7,2,2,1
Psychology,Counselor,3.61,5,0,4,0,4,0,4,1,4,3,1,0,2,0
Computer Science,AI Researcher,3.07,4,1,0,1,1,1,8,3,2,4,0,1,1,0
Biology,Biologist,3.84,6,1,0,1,1,0,3,4,4,2,0,1,2,1
Computer Science,Cybersecurity Analyst,3.47,3,2,2,1,0,1,10,3,3,0,1,2,4,0
Art,Art Director,3.49,1,1,4,1,4,1,3,0,0,1,2,3,2,1
Biology,Biotechnologist,3.25,0,2,3,0,4,0,1,1,3,0,1,0,4,1
Music,Musician,2.71,5,0,1,1,6,1,1,4,1,2,2,2,2,1
Psychology,School Counselor,2.65,6,1,1,0,0,0,1,3,0,1,2,1,3,0
Law,Lawyer,2.51,2,0,3,1,4,0,3,9,4,2,0,0,3,1
Education,Education Administrator,2.52,1,2,4,1,2,1,0,3,1,1,1,1,3,0
Chemistry,Chemist,3.37,4,1,1,0,6,0,4,2,1,0,1,3,2,1
Medicine,Nurse,3.9332739908745435,9,0,4,0,0,0,3,0,4,1,4,1,2,0
Finance,Actuary,2.76,8,1,4,0,6,1,4,3,1,4,10,4,3,0
Music,Music Teacher,3.72,7,2,1,0,7,1,2,0,4,2,2,2,3,1
Chemistry,Physical Chemist,3.64,3,1,0,0,6,1,3,0,1,2,1,0,2,1
Architecture,Interior Designer,3.82,0,2,0,1,2,0,4,3,1,0,0,1,1,0
Psychology,Psychologist,2.26,4,1,4,1,8,0,2,3,2,4,1,1,2,1
Psychology,Music Therapist,3.85,7,1,3,1,0,1,4,3,1,3,1,4,4,1
Engineering,Fluid Mechanics Engineer,3.77,6,0,4,1,5,0,1,1,10,3,10,2,2,0
Art,Artist,2.7,8,2,3,1,8,0,0,3,3,1,4,1,4,1
Finance,Accountant,3.85,0,1,2,0,3,0,4,1,2,4,8,0,2,1
Medicine,Doctor,3.7823145254986317,3,0,0,1,7,0,2,2,1,1,0,1,4,0
Engineering,Chemical Engineer,2.44,3,0,2,1,1,1,0,4,7,2,9,1,3,1
Psychology,Industrial-Organizational Psychologist,3.86,1,1,2,0,0,0,1,2,3,0,0,2,3,0
Education,Principal,3.98,4,1,1,0,0,1,0,2,4,0,2,0,4,0
Marketing,Digital Marketing Specialist,3.78,3,2,4,1,6,0,1,9,1,2,3,3,2,0
Chemistry,Physical Chemist,3.44,2,0,0,0,5,0,3,3,0,4,4,1,3,1
Chemistry,Physical Chemist,2.37,5,2,0,0,2,1,1,4,1,0,0,3,3,1
Psychology,Art Therapist,3.57,5,1,4,0,8,1,2,2,3,4,2,2,1,0
Marketing,Marketing Manager,3.87,2,0,3,0,6,1,0,10,0,4,1,4,4,1
Education,Special Education Teacher,3.58,7,2,0,1,2,1,4,4,1,3,3,3,3,0
Physics,Nuclear Physicist,2.59,1,0,0,1,3,0,3,4,2,3,3,4,3,0
Medicine,Surgeon,3.8380541157072057,8,2,3,1,0,1,2,3,4,1,0,4,1,0
Education,Teacher,3.34,9,0,1,0,8,1,1,0,3,0,0,2,0,1
Medicine,Physician Assistant,3.634484015797693,8,0,4,1,5,1,2,3,2,3,3,2,0,1
Computer Science,Web Developer,3.48,5,0,2,1,2,0,9,0,3,4,1,3,1,1
Art,Artist,3.03,1,1,3,0,1,0,1,3,3,0,0,0,4,1
Biology,Microbiologist,3.14,4,0,2,0,7,0,2,0,3,3,3,2,0,1
Medicine,Surgeon,3.6800252329504892,7,1,0,1,3,0,0,4,0,4,2,3,3,1
Music,Musician,3.44,5,2,0,1,5,1,1,2,2,1,2,4,4,0
Finance,Investment Banker,2.39,9,0,4,1,5,1,3,2,2,0,9,2,2,0
Computer Science,Cybersecurity Analyst,2.89,0,0,2,1,8,0,10,1,3,4,0,4,4,0
Marketing,Marketing Specialist,3.81,4,2,0,1,9,0,2,9,1,0,1,1,2,0
Psychology,School Counselor,2.2,9,0,2,1,7,1,4,1,3,4,4,3,1,1
Music,Musician,2.98,5,1,2,0,7,0,0,3,4,0,1,3,3,0
Finance,Financial Controller,2.35,1,2,2,1,8,1,0,2,3,1,8,1,1,1
Art,Animator,3.47,2,2,3,0,5,1,2,1,0,0,1,0,3,1
Marketing,Market Research Analyst,3.65,1,0,2,1,5,0,3,9,1,0,2,2,1,0
Finance,Financial Analyst,2.38,9,1,3,1,7,0,0,2,1,0,10,2,4,0
Biology,Biologist,3.48,1,2,0,1,5,1,2,2,0,3,2,4,4,1
Computer Science,Software Developer,3.74,9,0,3,0,4,1,8,2,1,2,2,2,0,0
Art,Artist,2.18,7,2,4,0,0,0,1,1,2,1,3,0,4,0
Finance,Risk Analyst,2.83,9,0,1,1,4,1,4,2,4,3,8,3,4,1
Biology,Biologist,2.33,5,1,4,1,4,0,4,4,1,1,1,2,2,1
Music,Musician,2.21,9,1,3,1,2,0,1,1,1,0,4,1,4,1
Art,Animator,2.28,6,2,3,1,8,0,2,2,1,2,0,1,2,1
Architecture,Urban Planner,3.48,3,1,4,1,8,0,3,2,1,2,4,0,2,1
Architecture,Architect,3.36,4,0,4,0,5,1,3,4,4,4,1,1,2,1
Architecture,Landscape Architect,3.74,8,0,4,0,4,1,4,3,4,0,1,4,3,1
Chemistry,Organic Chemist,2.76,6,0,3,1,1,1,1,2,0,0,3,4,0,0
Architecture,Interior Designer,2.02,9,2,4,0,0,0,3,4,0,1,1,3,0,1
Business,Construction Manager,2.01,3,0,0,1,0,1,2,8,1,3,1,0,3,1
Medicine,Pharmacist,3.5260993145224857,3,0,2,1,3,1,2,4,0,0,4,2,1,0
Business,Construction Manager,2.18,3,0,3,1,2,0,3,10,2,4,4,1,4,1
Psychology,Music Therapist,3.26,9,1,3,1,2,1,3,1,3,2,1,0,4,0
Biology,Ecologist,2.62,1,1,2,1,6,0,1,1,1,3,4,4,0,1
Biology,Biologist,2.27,6,0,2,0,8,1,0,0,4,3,3,4,2,0
Art,Illustrator,3.35,8,2,3,1,1,0,2,2,4,0,3,3,2,0
Art,Illustrator,3.52,2,0,5,1,0,1,3,4,2,2,0,1,3,1
Finance,Investment Banker,3.61,3,2,2,1,4,0,2,0,2,1,7,2,4,0
